column,dtype,n_rows,non_null,nulls,null_pct,n_nan,n_pos_inf,n_neg_inf,n_non_finite_total,nonfinite_pct,coercion_attempted,success_ratio,validity_status,range_min,range_max,has_range_rule,n_valid,n_below_min,pct_below_min,n_above_max,pct_above_max,n_in_range,pct_in_range,total_violation_pct,range_status,example_below,example_above,mean,std,min,max,q1,q3,iqr,lower_iqr_bound,upper_iqr_bound,n_outliers_iqr,pct_outliers_iqr,n_outliers_z,pct_outliers_z,outlier_severity,mean_metrics,std_metrics,median,mad,cv,pct_zero,pct_negative,pct_positive,entropy_binned,distribution_shape,role,feature_group,include_in_model,numeric_integrity_status,pandas_dtype,semantic_type_221,n_unique,null_pct_221,type_group_221,null_pct_baseline
Churn_flag,Int8,7043,7043,0,0.0,0,0,0,0,0.0,False,1.0,ok,,,False,7043,0,0.0,0,0.0,,,0.0,no_rule,,,0.2653698707936959,0.441561305121947,0.0,1.0,0.0,1.0,1.0,-1.5,2.5,0,0.0,0,0.0,low,0.2653698707936959,0.441561305121947,0.0,0.0,1.6639466409705044,73.463,0.0,26.537,0.5785990273334952,zero_inflated,target,target,False,ok,Int8,numeric,2,0.0,numeric,0.0
MonthlyCharges,float64,7043,7043,0,0.0,0,0,0,0,0.0,False,1.0,ok,0.0,1000.0,True,7043,0,0.0,0,0.0,7043.0,100.0,0.0,ok,,,64.76169246059918,30.090047097678493,18.25,118.75,35.5,89.85,54.35,-46.02499999999999,171.375,0,0.0,0,0.0,low,64.76169246059918,30.090047097678493,70.35,24.05000000000001,0.4646272503762187,0.0,0.0,100.0,2.1509597968935226,moderate_var,feature,numeric_continuous,True,ok,float64,numeric,1585,0.0,numeric,0.0
SeniorCitizen,int64,7043,7043,0,0.0,0,0,0,0,0.0,False,1.0,ok,,,False,7043,0,0.0,0,0.0,,,0.0,no_rule,,,0.1621468124378816,0.3686116056100131,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1142,16.215,0,0.0,high,0.1621468124378816,0.3686116056100131,0.0,0.0,2.273320086086972,83.785,0.0,16.215,0.4432126998609897,zero_inflated,feature,binary,True,warn,int64,numeric,2,0.0,numeric,0.0
tenure,int64,7043,7043,0,0.0,0,0,0,0,0.0,False,1.0,ok,0.0,120.0,True,7043,0,0.0,0,0.0,7043.0,100.0,0.0,ok,,,32.37114865824223,24.55948102309446,0.0,72.0,9.0,55.0,46.0,-60.0,124.0,0,0.0,0,0.0,low,32.37114865824223,24.55948102309446,29.0,22.0,0.7586842617906675,0.156,0.0,99.844,2.1957099456208407,moderate_var,feature,numeric_continuous,True,ok,int64,numeric,73,0.0,numeric,0.0
TotalCharges,float64,7043,7032,11,0.156,11,0,0,11,0.156,False,1.0,warn,0.0,100000.0,True,7032,0,0.0,0,0.0,7032.0,100.0,0.0,ok,,,2283.300440841866,2266.771361883145,18.8,8684.8,401.45,3794.7375,3393.2875000000004,-4688.481250000001,8884.66875,0,0.0,0,0.0,low,2283.300440841866,2266.771361883145,1397.475,1222.7999999999995,0.992760883034461,0.0,0.0,100.0,1.908508695811397,moderate_var,feature,numeric_continuous,True,warn,float64,numeric,6530,0.156,numeric,0.1562
