column,dtype,n_rows,n_nonnull,n_missing,pct_missing,n_blank,n_whitespace,n_blank_total,pct_blank,n_levels,top_value,top_count,top_freq,lowvar_rule,entropy,has_range_rule,min_allowed,max_allowed,n_range_violations,pct_range_violations,min_violation,max_violation,min,q1,median,q3,max,mean,std,cv,mad,skew,kurtosis,iqr,lower_iqr,upper_iqr,n_outliers_iqr,pct_outliers_iqr,n_outliers_z,pct_outliers_z,range_span_ratio,z_max,pct_zero,pct_negative,severity,dist_note,section,check,run_ts
Churn_flag,Int8,7043,7043,0,0.0,0,0,0,0.0,2,0.0,5174,0.7346,ok,0.8347419473972113,False,,,0,0.0,,,0.0,0.0,0.0,1.0,1.0,0.2653698707936959,0.44152995647932314,1.6638285090871443,0.0,1.063031444575135,-0.8702113423319808,1.0,-1.5,2.5,0,0.0,0,0.0,1.0,1.6638285090871447,73.463,0.0,ok,ok,2.3.6,numeric_unified_profile,2025-11-09T18:57:34
MonthlyCharges,float64,7043,7043,0,0.0,0,0,0,0.0,1585,20.05,61,0.0087,ok,10.039368271845445,True,0.0,1000.0,0,0.0,,,18.25,35.5,70.35,89.85,118.75,64.76169246059918,30.087910854936975,0.4645942641669282,24.05000000000001,-0.22052443394398033,-1.2572596945495056,54.349999999999994,-46.02499999999999,171.375,0,0.0,0,0.0,1.8491260349586018,1.7943521502604476,0.0,0.0,ok,ok,2.3.6,numeric_unified_profile,2025-11-09T18:57:34
SeniorCitizen,int64,7043,7043,0,0.0,0,0,0,0.0,2,0.0,5901,0.8379,ok,0.6394207641484585,False,,,0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.1621468124378816,0.36858543603093713,2.273158691738958,0.0,1.8336327440928564,1.3625958957939108,0.0,0.0,0.0,0,0.0,0,0.0,,2.273158691738958,83.7853,0.0,ok,ok,2.3.6,numeric_unified_profile,2025-11-09T18:57:34
TotalCharges,float64,7043,7032,11,0.1562,0,0,0,0.0,6531,20.2,11,0.0016,ok,12.612577727899447,True,0.0,100000.0,0,0.0,,,18.8,401.45,1397.475,3794.7375,8684.8,2283.300440841866,2266.610180714535,0.9926902917247381,1222.7999999999997,0.9616424997242504,-0.23179876086937945,3393.2875000000004,-4688.481250000001,8884.66875,0,0.0,0,0.0,2.5538655360030647,2.8242613633457254,0.0,0.0,ok,ok,2.3.6,numeric_unified_profile,2025-11-09T18:57:34
tenure,int64,7043,7043,0,0.0,0,0,0,0.0,73,1.0,613,0.087,ok,5.921832558969761,True,0.0,120.0,0,0.0,,,0.0,9.0,29.0,55.0,72.0,32.37114865824223,24.55773742286344,0.7586303990053388,22.0,0.2395397495619829,-1.387371635971685,46.0,-60.0,124.0,0,0.0,0,0.0,1.565217391304348,1.6137012404433893,0.1562,0.0,ok,ok,2.3.6,numeric_unified_profile,2025-11-09T18:57:34
